name,Tc,NComp,Comp_L2Norm,Comp_L3Norm,Comp_L5Norm,Comp_L7Norm,Comp_L10Norm,mean_Number,maxdiff_Number,dev_Number
Ba1Pd0.2Si1.8,2.91,3,0.689605362,0.632747997,0.606222289,0.601390372,0.600167834,30.13333333,42,19.36
Li0.9Mg0.1,11,2,0.905538514,0.900411335,0.900003048,0.900000027,0.9,3.9,9,1.62
La1.73Sr0.27Cu0.94Ti0.06O4,30,5,0.638125443,0.588834094,0.57322877,0.571662598,0.571441686,24.20714286,49,18.56028571
Y4Os4Si13,9.8,3,0.675116518,0.630843585,0.619729033,0.619093791,0.619048561,30.57142857,62,20.5170068
Na0.75Zr1N1Cl1,14.3,4,0.503322296,0.401843344,0.337291539,0.313927816,0.298186874,19.26666667,33,11.05777778
Mo0.1U0.9,1.85,2,0.905538514,0.900411335,0.900003048,0.900000027,0.9,87,50,9
Hg1Sn6,5.1,2,0.868966076,0.858463572,0.857164902,0.857143295,0.857142859,54.28571429,30,7.346938776
C14H10Sr1.5,5.6,3,0.677251609,0.609119082,0.568068915,0.556174119,0.55088876,5.921568627,37,3.860053825
Ce1Rh0.6Co0.4In5,1.5,4,0.735679611,0.716715535,0.714335445,0.714287059,0.714285722,48.68571429,31,3.110204082
Mo0.91Ti0.09,2.95,2,0.914439719,0.910293348,0.910001722,0.910000012,0.91,40.2,20,3.276
Ru0.42V0.58,2.12,2,0.716100552,0.645691424,0.60145099,0.588287423,0.582259515,31.82,21,10.2312
Bi2Sr2Ca0.8Gd0.2Cu2O8.26,89.8,6,0.589440708,0.549023495,0.541555344,0.541295728,0.541284516,25.8768021,75,19.96904679
Ca0.1Ba1.65La1.25Cu3O6.98,8,5,0.606701519,0.554831596,0.539416618,0.537961892,0.537761983,23.76656394,49,17.01498809
U1,0.581666667,1,1,1,1,1,1,92,0,0
Fe2As2Sr4Cr2O6,0,5,0.5,0.420246926,0.385228999,0.37812945,0.375647164,22.875,30,11.15625
Nb3Ga0.5Sn0.5,16.4,3,0.77055175,0.752307707,0.750038576,0.750000765,0.750000002,40.875,19,2.46875
La1Fe1P0.6As0.4F0.1O0.9,20.86,6,0.456891672,0.360962573,0.304451655,0.285092008,0.272355383,28.325,49,15.2725
Sm1.7575Gd0.0925Ce0.15Cu1O4,15,5,0.640788139,0.589965789,0.573397975,0.571691246,0.571443946,26.36928571,56,20.99346939
Pr1Fe0.9Co0.1As0.8P0.2O1,10.9,6,0.467707173,0.370312009,0.309721924,0.287930468,0.27350406,30.625,51,15.1375
Y1Ba2Cu2.94Co0.06O7,78.3,5,0.608846032,0.55589833,0.540070785,0.538650726,0.53847093,22.60615385,48,15.72970414
Er1Ba2Cu2.9Ga0.1O6.78,86,5,0.603003675,0.548822916,0.532268264,0.530729528,0.53052757,25.15179969,60,18.19862314
Ti0.2V0.8,7.305,2,0.824621125,0.804145152,0.800156189,0.800006975,0.800000076,22.8,1,0.32
Pr1Fe0.85Co0.15As1O1,7.485,5,0.483800062,0.383774565,0.320145292,0.296755736,0.280809998,31.5375,51,14.4625
Nb3Rh0.3Os0.7,0,3,0.773789377,0.753410395,0.750105217,0.750004045,0.750000036,47.425,35,10.00125
B0.978C0.022Si1,1.35,3,0.699458362,0.623109165,0.568171814,0.546174702,0.530286446,9.511,9,4.489
Hg0.85Re0.15Ba2Cu1O4.53,96.3,5,0.600823778,0.548783716,0.532916003,0.531317098,0.531081783,30.06916764,72,23.69108958
Nd1.72Ta3.28S2,4.3,3,0.601304704,0.520529418,0.479650289,0.471349261,0.468976443,53.52,57,21.44
C1Ba3Ca3Cu5O13,111.5,5,0.583780781,0.533830093,0.521007815,0.520097614,0.520003728,19.32,50,12.8384
Sr1.8K0.2Cu1C1O5,0,5,0.611414066,0.566935666,0.556296545,0.555619759,0.555557598,16.35555556,32,11.58518519
Mg0.97Zn0.03,0,2,0.970463807,0.970009565,0.970000005,0.97,0.97,12.54,18,1.0476
Ag1Th2,2.225,2,0.745355993,0.693361274,0.670782206,0.667408235,0.666731742,75.66666667,43,19.11111111
K0.65Fe1.41Se2,32,3,0.623624697,0.549067504,0.508999258,0.498512935,0.494085611,28.82019704,15,5.103254144
Pd2Y1Pb1,2.3,3,0.612372436,0.538608673,0.506099365,0.501108669,0.500097571,53.25,43,14.375
Nd1Ba2Cu3O6.65,34.3,4,0.603191064,0.546322449,0.527904316,0.525993606,0.525710369,24.6798419,52,17.53690887
Re24Sc5,2.2,2,0.845355219,0.830073139,0.827651155,0.827588221,0.82758622,65.68965517,54,15.41022592
La1Fe0.8Ru0.2As1F0.11O0.89,19.7,6,0.466650297,0.369409669,0.309038065,0.287376654,0.273090777,31.9275,49,14.27975
Dy1Ba2Cu2.94Ni0.06O6.72,81,5,0.602867999,0.547560822,0.530235682,0.528548815,0.528315746,25.05503145,58,18.02041059
Y1Ba1Sr1Cu2.8Sn0.2O7.122,49.3,6,0.598136753,0.554975568,0.543786019,0.542865372,0.542757418,21.42783112,48,14.57598129
Hg0.75Ba2.07Ca2.07Cu3.11O8.136,132.9,5,0.571361216,0.518840839,0.5052486,0.504309965,0.504217652,23.09110064,72,16.01137496
Al0.02V0.98,4.05,2,0.98020406,0.980002777,0.980000001,0.98,0.98,22.8,10,0.392
La1.85Sr0.15Cu0.966Ni0.034O4,9.4,5,0.644906448,0.592201386,0.57391918,0.571801279,0.571454195,24.588,49,18.95771429
Pd0.07Ti0.93,3.26,2,0.932630688,0.930132174,0.930000449,0.930000002,0.93,23.68,24,3.1248
Gd0.11Sm1.74Ce0.15Cu1O4,17.8,5,0.639869247,0.589518677,0.573307862,0.571673834,0.571442487,26.37428571,56,20.99918367
La1.78Sr0.22Cu0.97Ru0.03O4,15.6,5,0.641404708,0.590329533,0.573503651,0.571714256,0.57144601,24.46714286,49,18.81959184
Be5Pt1,2.3,2,0.849836586,0.835549656,0.83338666,0.833334857,0.833333342,16.33333333,74,20.55555556
As1Ga1,5.7,2,0.707106781,0.629960525,0.574349177,0.552044757,0.535886731,32,2,1
Mo0.15Nb0.85,5.575,2,0.863133825,0.85155425,0.850029092,0.850000647,0.850000002,41.15,1,0.255
Er1Ba2Cu2.97Zn0.03O6.93,81,5,0.608218661,0.554227758,0.53772242,0.536178812,0.535974295,24.93967517,60,18.15807408
Sn0.6646Pb0.2854In0.05Te1,2.28,4,0.617585282,0.548053867,0.512513075,0.50400419,0.500834453,55.5414,33,7.55128444
Sr2Yb1Cu2F1O5,0,5,0.537825435,0.475392867,0.456449437,0.454759593,0.454554995,23,62,16.18181818
Nd1Rh3B1,0,3,0.663324958,0.614463365,0.600984419,0.600078355,0.600002032,40,55,14
Pb0.32Sn0.48In0.2Te1,4.19,4,0.585832741,0.524051196,0.502882164,0.500443609,0.500033021,56.02,33,8.3136
Nb2Pd1S4.25Se0.75,3.18,4,0.60756944,0.552151311,0.533772815,0.531640445,0.531278317,27.6875,30,12.41796875
Y1Ba1.925La0.075Cu3O6.9,99,5,0.607037875,0.553310104,0.536720772,0.53511799,0.534896784,22.73449612,49,15.76248423
Ba0.4K0.6O3,7,3,0.771362431,0.752583682,0.750054313,0.750001452,0.750000008,14.45,48,9.675
Y1Sr2Cu2.1B0.9O7,0,5,0.591957939,0.548220795,0.538937622,0.538490451,0.538462052,18.18461538,34,12.79360947
Bi0.02Sn0.98,3.85,2,0.98020406,0.980002777,0.980000001,0.98,0.98,50.66,33,1.2936
La1Pt2.2B2C1,6.5,4,0.531034762,0.442487467,0.392679675,0.376752929,0.366620375,39.4516129,73,33.01768991
La1.85Sr0.15Cu0.9925Zn0.0075O4,28.7,5,0.645709742,0.592412467,0.573932548,0.571802092,0.571454207,24.59392857,49,18.9644898
Nd1.5Ba1.1Ca0.4Cu3O6.975,0,5,0.603279807,0.553850793,0.539204847,0.537782938,0.537583912,23.30635838,52,16.66040741
Lu0.275Rh0.725,1.27,2,0.775403121,0.737955765,0.726134963,0.725116948,0.72500447,52.15,26,10.3675
Pb0.5Cu0.5Sr0.8La1.2Cu1O5.16,28,5,0.609846864,0.571057041,0.563639982,0.563336033,0.563319047,24.51746725,74,18.60919891
Y0.97Ca0.03Ba2Cu3O6,0,5,0.588912604,0.52630251,0.503498271,0.500588818,0.500049653,23.78583333,48,15.8047625
Ho5Os4Si15,4.5,3,0.679562768,0.636455421,0.625681475,0.625049376,0.625001172,35.375,62,26.71875
La1Fe1As0.2P0.8O1,11.42,5,0.479583152,0.380295246,0.317963063,0.295319832,0.280013755,27.4,49,15.36
Pr1.85Am0.15Cu1O4,0,4,0.645944965,0.592474298,0.5739366,0.571802347,0.571454211,26.34285714,87,20.96326531
C1Tc1,3.85,2,0.707106781,0.629960525,0.574349177,0.552044757,0.535886731,24.5,37,18.5
Ca1Al2Si2,0,3,0.6,0.514256318,0.460906324,0.441881842,0.428730313,14.8,7,2.08
Ir0.8Pt0.2,0.046,2,0.824621125,0.804145152,0.800156189,0.800006975,0.800000076,77.2,1,0.32
Fe0.95Ni0.05Se1,10,3,0.690108687,0.614628855,0.560725125,0.539300184,0.52401981,30.05,8,3.95
Ce1Rh0.13Co0.87In5,1.73,4,0.739191505,0.717435046,0.714354202,0.714287513,0.714285723,47.47714286,31,5.182040816
Ce1Cu2.05Si2,0.7,3,0.600705399,0.51523323,0.462100241,0.443156692,0.430083033,28.8019802,44,11.72434075
Nb1Re3,5.27,2,0.790569415,0.759147243,0.75061627,0.750048981,0.75000127,66.5,34,12.75
Ta0.8Mo0.2C1,8.5,3,0.64807407,0.574889708,0.529187551,0.513786321,0.50512568,36.4,67,30.4
B2.5Mo1,7.775,2,0.769309258,0.729209817,0.715742616,0.714452781,0.714293204,15.57142857,37,15.10204082
Pd0.14Ti1Se2,0,3,0.713517957,0.662514395,0.640874928,0.637651181,0.637004849,30.7133758,24,5.549920889
Na0.45Co1H2.6O3.3,2,4,0.59074103,0.516164119,0.473618301,0.460204542,0.452955902,8.292517007,26,5.422000093
La1.943Sr0.057Cu1O4,4.51,4,0.651191968,0.595231323,0.574595573,0.571953007,0.571470404,24.84528571,49,19.2517551
Ca0.4Ba1.35La1.25Cu3O6.92,14.4,5,0.601684487,0.552052544,0.537284472,0.535824961,0.53561628,23.00386997,49,16.25825514
Nd1Ba1.8Sr0.2Cu3O6.96,91.1,5,0.606196726,0.554434755,0.53875492,0.537254881,0.537048996,24.00308642,52,17.18850023
La1.76Eu0.2Sr0.09Cu1O4,0,5,0.636651936,0.585858587,0.569344421,0.567639253,0.56739137,25.15460993,55,19.46622403
La2Cu0.985Li0.015O4,0,4,0.654192913,0.596927591,0.575057108,0.572068654,0.571484397,24.94428571,54,19.4589449
Y2La0.4Ba3.6Cu6O13.91,78,5,0.606088796,0.554286653,0.53858181,0.537077224,0.536870397,22.68159012,49,15.76386867
La1.9Gd1.1Ca1Ba2.4Sr0.6Cu6.58In0.42O16.554,58,8,0.594052976,0.553796606,0.54287505,0.541916237,0.541800189,22.90148589,56,16.33702189
V50Ti40Mo10,6.2,3,0.64807407,0.574889708,0.529187551,0.513786321,0.50512568,24.5,20,3.5
Fe0.98Mn0.02Se0.5Te0.5,14.4,4,0.604317797,0.530027292,0.496596047,0.491250287,0.490117003,34.49,27,8.755
Ce1Co3B2,0,3,0.623609564,0.550321208,0.512897481,0.504110433,0.500861217,24.83333333,53,13.22222222
Ce1Co1.67Rh0.33,0.47,3,0.658094894,0.595208755,0.565017121,0.558837284,0.556995732,39.31333333,31,13.70884444
La0.4Th0.6Ni1C2,7.6,4,0.587367006,0.525358787,0.503354681,0.5005726,0.500049107,29.2,84,23.8
Ca0.9Na0.1Fe2As2,0,4,0.593969696,0.511519243,0.460324113,0.441753587,0.428716683,27.42,22,4.464
Y1Ba2Cu2.91Zn0.09O6.93,55,5,0.606516914,0.55344594,0.537573948,0.536151805,0.535972227,22.70146945,48,15.75888373
Er1,0,1,1,1,1,1,1,68,0,0
Au1,0,1,1,1,1,1,1,79,0,0
Ga6Yb1,0,2,0.868966076,0.858463572,0.857164902,0.857143295,0.857142859,36.57142857,39,9.551020408
Bi4Sr3Ca1.2Y1.8Cu4O16,79.3,6,0.578964593,0.540297555,0.533568354,0.533343273,0.533333438,26.14,75,19.84053333
Nb3Si1Sn1V3,4,4,0.559016994,0.478232796,0.431115837,0.414060607,0.401915729,32,36,11.25
Pr1.85Ce0.15Cu0.993Ni0.007O4.065,7.02,5,0.647940331,0.595540102,0.577699387,0.575707602,0.575393521,25.38754423,51,20.00859655
Yb0.95Pr0.05Ba1.7Sr0.3Cu3O6.91,81,6,0.6031546,0.552422033,0.536985574,0.53547026,0.535256774,24.65762974,62,17.83179265
Ba0.6K0.4Bi0.99Pr0.01O3,26.4,5,0.648080242,0.609122091,0.600512206,0.600037684,0.600000925,29.592,75,27.60512
Y0.6Ca0.4Ba1.3La0.7Cu3O7.12,82,6,0.602058887,0.557234155,0.544140017,0.542866059,0.542692499,21.95579268,49,15.26639649
Mo1S2,0,2,0.745355993,0.693361274,0.670782206,0.667408235,0.666731742,24.66666667,26,11.55555556
Dy1Fe1As1O0.85,51,4,0.501137179,0.398602783,0.332617019,0.308317625,0.291750647,34.23376623,58,16.50193962
Y1Ba2Cu3.8Fe0.2O8,64,5,0.609115935,0.554650497,0.535993359,0.533752706,0.53336456,22.02666667,48,14.96177778
Sr1Fe2As1.4P0.6,28.93333333,4,0.54110997,0.457376369,0.414975845,0.404975334,0.401154099,29.04,23,5.8016
Y1Ba1Sr1Cu2.8Sn0.2O7.12,49.8,6,0.598089612,0.554914372,0.543717631,0.542795877,0.542687728,21.42987805,48,14.57633105
La1.83Ba0.17Cu1O4,26.9,4,0.644882524,0.591915641,0.573810839,0.571775375,0.571451577,24.97571429,49,19.40081633
Y1Ba2Cu2.82Al0.18O7,20,5,0.605618663,0.554430967,0.53980895,0.53860594,0.538467796,22.39384615,48,15.76120237
Sr1Ba1Y1Cu2.8Al0.2O7.15,20,6,0.598795941,0.555830904,0.544741442,0.543836123,0.543730848,20.8365019,48,14.1974584
La2Cu0.7Li0.3O4,0,4,0.64807407,0.595325955,0.574974741,0.57206461,0.571484352,23.88571429,54,19.94530612
Ba2Ca0.2Cu1.2Co1.8O3,0,5,0.513355248,0.425808078,0.380677486,0.370296158,0.366704205,27.24390244,48,14.54134444
Au0.65Pt0.35Te2,4.1,3,0.71063352,0.675371944,0.667171241,0.666703614,0.666667545,60.88333333,27,11.84444444
La2.4Se4Y0.6,3.92,3,0.671884344,0.610484132,0.580059419,0.573686949,0.571773156,42.31428571,23,10.07020408
V3Ni5Ge2,0,3,0.6164414,0.542883523,0.508505651,0.502090175,0.500306726,27.3,9,2.58
La1.85Sr0.15Cu0.988Fe0.012O4,11.6,5,0.645570275,0.592375812,0.573930176,0.571801944,0.571454205,24.58771429,49,18.95738776
H2Th1,0,2,0.745355993,0.693361274,0.670782206,0.667408235,0.666731742,30.66666667,89,39.55555556
Ca1Cu0.25Si1.6,3,3,0.667819871,0.604423677,0.571734596,0.564344758,0.561912025,17.42105263,15,3.841181902
Nb3Al0.95Ge0.05,20,3,0.786805249,0.757857213,0.750477036,0.750034207,0.75000076,34.2375,28,10.14375
Bi2.25Sr1.75Cu1O6.21,0,4,0.616032962,0.567331176,0.554867437,0.554045897,0.553972005,29.61016949,75,24.05161856
In0.94Pb0.06,3.9,2,0.941912947,0.940081478,0.940000199,0.940000001,0.94,50.98,33,3.7224
Na0.35Co1H1.3O3.3,3.7,4,0.622132572,0.570811829,0.555952756,0.554757008,0.554627203,9.840336134,26,5.904385284
Pb0.5Cu0.5Sr1La1Cu1O5.05,36.7,5,0.605243512,0.565844048,0.558337719,0.55802922,0.558011358,24.29834254,74,18.18931046
Rh0.04Ta0.05Ti0.91,2.3,3,0.912249966,0.910076071,0.910000121,0.91,0.91,25.47,51,6.3154
Y1Ru3B2,0,3,0.623609564,0.550321208,0.512897481,0.504110433,0.500861217,30.16666667,39,16.77777778
Th1.8Lu0.2C3,10.3,3,0.700856619,0.640468407,0.609053956,0.602371154,0.600361814,38.84,84,39.408
Li0.84H1Fe1.14Se1O1,42,5,0.449243058,0.345059949,0.280761709,0.258109235,0.243524633,15.09236948,33,12.58728085
Sm4Fe2As2Te0.72F1.2O2.8,40,6,0.457047102,0.369769798,0.32792823,0.318701969,0.315402631,34.32704403,54,19.40508682
La3Sn7,0,2,0.761577311,0.717905435,0.702012551,0.700265258,0.700014632,52.1,7,2.94
Mg1C1Ni2.999Fe0.001,6.93,4,0.663144087,0.614272674,0.600785727,0.599878511,0.599802038,20.3996,22,9.11968
Tm0.6Pr0.4Ba2Cu3O6.95,50.3,5,0.607160505,0.554857325,0.538488232,0.536905861,0.536691797,24.67953668,61,17.90313203
Y0.8Ga0.2Ba2Cu4O8,69,5,0.613478244,0.55741057,0.536728401,0.533931215,0.533385445,21.96,48,14.89066667
Fe0.7Ru0.3,0,2,0.761577311,0.717905435,0.702012551,0.700265258,0.700014632,31.4,18,7.56
Tl1Sr2Ca0.4Y0.6Cu2O7,35,6,0.588448969,0.547356188,0.538877951,0.538485543,0.538461929,23.26153846,73,16.63621302
Th1.8Sc0.2C3,6.7,3,0.700856619,0.640468407,0.609053956,0.602371154,0.600361814,36.84,84,38.2752
Sr1Fe1.84Pt0.16As2,16,4,0.580041378,0.495789713,0.444277724,0.426455656,0.414721191,32.864,52,5.051904
Y1Ba1.6La0.4Cu3O7.14,69.075,5,0.607397482,0.558932602,0.544861354,0.543560558,0.54338833,22.49010654,49,15.74723908
La1.25Ba1.45Ca0.3Cu3O7.15,75.2,5,0.607782516,0.559164834,0.545187555,0.543905365,0.543735437,23.01520913,49,16.46590236
Ru1Se2,0,2,0.745355993,0.693361274,0.670782206,0.667408235,0.666731742,37.33333333,10,4.444444444
La1.2Ba1.3Sr0.5Cu3O6.943,45.1,5,0.601379331,0.552529526,0.538076149,0.536645161,0.53644113,23.3905586,49,16.51188262
Ce1Os2,0,2,0.745355993,0.693361274,0.670782206,0.667408235,0.666731742,70,18,8
La1.77Sr0.23Cu1O3.99,0,4,0.641482161,0.589817917,0.572874729,0.571095779,0.57083235,24.39914163,49,18.72176684
Ce1Co1In4.25Cd0.75,0,4,0.648782219,0.613461771,0.607338661,0.607150245,0.607142922,47.03571429,31,5.724489796
Ca9.35Dy0.65Pt3Fe10As18,20.9,5,0.55663485,0.481142656,0.446727957,0.440670393,0.439209787,32.14390244,58,8.535829863
Mg0.8Al0.1Li0.1B2,31.95,4,0.719567771,0.68064913,0.668026524,0.666822595,0.666673657,7.066666667,10,3.026666667
Ce1N0.87,0,2,0.708813393,0.632990435,0.579809276,0.559780258,0.546757292,34.27272727,51,25.37676228
La1.65Sr0.35Cu0.8Ga0.2O4,0,5,0.631244317,0.586093633,0.572823868,0.571595368,0.571436728,24.10714286,49,18.40816327
Ag0.56Cu0.22Sn0.5Zn0.17,0,4,0.552111933,0.469831455,0.423171493,0.407422338,0.397141605,43.31034483,21,7.463495838
Nb0.9Re0.1,4.5,2,0.905538514,0.900411335,0.900003048,0.900000027,0.9,44.4,34,6.12
Pd2Y0.5Tm0.5Sn1,3.65,4,0.58630197,0.524792057,0.503277073,0.500564837,0.500048902,49,30,5.5
Ge2U1,0.55,2,0.745355993,0.693361274,0.670782206,0.667408235,0.666731742,52,60,26.66666667
Y1Ba2Cu3H1.15O6.91,76.7,5,0.564843533,0.509430332,0.493187616,0.491681278,0.491477045,20.94096728,55,15.98210474
Pd1S1,0,2,0.707106781,0.629960525,0.574349177,0.552044757,0.535886731,31,30,15
C1Hf0.9Ta0.1,5,3,0.674536878,0.600231392,0.548626447,0.528715053,0.515182196,39.05,67,33.05
Na0.26Co1H2.6O3.3,3.236666667,4,0.604243599,0.529623206,0.4861831,0.472416625,0.464975681,8.220670391,26,5.44747355
Y1Ba2Cu2.94Zr0.06O6.81,92.3,5,0.604798638,0.550262804,0.533437472,0.531842335,0.531628134,22.88368462,48,15.82480754
Hg3K1,3.18,2,0.790569415,0.759147243,0.75061627,0.750048981,0.75000127,64.75,61,22.875
Bi1.7Pb0.3Sr2Ca2Cu3F0.8O9.2,117.6,7,0.539980506,0.494052089,0.484682045,0.484241325,0.48421121,23.65789474,75,17.16786704
Hg0.7Pb0.3Ba2Ca2Cu3OY,127,7,0.442492938,0.356661523,0.314803542,0.304818929,0.3010256,36.66,74,16.992
Ho0.6Dy0.4Ni2B2C1,5.98,5,0.514241621,0.430886938,0.384192546,0.368240934,0.357275369,23.1,62,17.76666667
Bi1.95Sr1.25Pr0.8Cu1O4,17,5,0.532928087,0.468323664,0.447236784,0.44488179,0.444478569,35.28333333,75,25.64814815
Y4Ir6Sn19,2.2,3,0.700772463,0.663968989,0.655637447,0.655203437,0.655173071,54.06896552,38,9.488703924
La1.562Nd0.288Ca0.106Ba0.044Cu1O4,23,6,0.631421461,0.585473968,0.572573564,0.571546516,0.571433337,24.55685714,52,19.06013012
Y1Ba1.7Cs0.3Cu3O6.6,93.75,5,0.596770514,0.543095939,0.525951868,0.524114752,0.52382931,23.05555556,48,15.77248677
V0.4Zr0.6,7.8,2,0.721110255,0.654213262,0.615030331,0.604895199,0.60103246,33.2,17,8.16
Al0.04Au0.92In0.04,0.0555,3,0.92173749,0.920050407,0.920000057,0.92,0.92,75.16,66,7.0656
C1.35Ge0.1Y0.9,10.6,3,0.691734817,0.626439858,0.58885906,0.579154979,0.575456611,19.74468085,33,15.79176098
Al0.6Mg0.4,1.7,2,0.721110255,0.654213262,0.615030331,0.604895199,0.60103246,12.6,1,0.48
Re0.999W0.001,1.723,2,0.999000501,0.999,0.999,0.999,0.999,74.999,1,0.001998
La1.5Nd0.5Ca1Ba2Cu4.75Mo0.25O11.143,70,7,0.587495195,0.541808893,0.528530207,0.527223092,0.527040665,22.93402072,52,16.01890115
Y1Sr2Cu2.675Ti0.325O6.6,21,5,0.592965237,0.540390829,0.525223737,0.523961529,0.523816132,20.04166667,31,12.61507937
Ba2Sr6Si46,4.1,3,0.859865686,0.852504809,0.85185831,0.85185193,0.851851852,18.22222222,42,7.193415638
La3Ca0.9Cd0.1Ba3Cu7O16.611,77.5,6,0.605676719,0.557911068,0.544124087,0.542831804,0.542657655,22.79206821,49,16.21795475
Er1Ba2Cu3O6.25,0,4,0.594644991,0.534141033,0.51312361,0.510656011,0.510237772,25.87755102,60,18.242399
Pd0.5Ag0.5Th2,1.2,3,0.707106781,0.673540003,0.66692688,0.666678292,0.666666794,75.5,44,19.33333333
Al0.1Fe0.9Se0.85,8.5,3,0.671337424,0.596542639,0.544188832,0.523475795,0.508758823,28.97297297,21,4.619430241
Ru2Sc1.2,1.67,2,0.728868987,0.667100412,0.63443105,0.627469952,0.625376889,35.375,23,10.78125
Pb0.5Cd0.5Sr1.9Ba0.1Ca0.5Y0.5Cu2O7,0,8,0.583906453,0.546382134,0.538825548,0.538481844,0.538461851,22.02307692,74,15.25739645
Pb0.4Yb0.6Mo6Se8,7.9,4,0.668397753,0.599802404,0.556537263,0.542965644,0.53626322,39.92,48,6.314666667
Nb3Al0.3Ge0.7,9.1,3,0.773789377,0.753410395,0.750105217,0.750004045,0.750000036,37.325,28,5.5125
Gd0.85Hf0.15Ba2Cu3O6.84,81.8,5,0.605930015,0.551782829,0.534656092,0.532961467,0.532724555,24.83800623,64,17.93955804
Hg0.9Mo0.1Ba2Cu1O4.2,75,5,0.590677124,0.533701691,0.51480137,0.512605087,0.512225861,30.58536585,72,23.52290303
La0.987Gd0.013Sn3,5.94,3,0.789554384,0.758799204,0.750577301,0.750044695,0.750001114,51.77275,14,2.659125
Ho1Ba2Cu2.94O6.94,77,4,0.610384746,0.556710119,0.540500579,0.539020935,0.538830118,24.82763975,59,18.13413352
Nb3Al0.8Be0.2,17,3,0.777817459,0.754784231,0.75020236,0.750010274,0.750000136,33.55,37,11.175
La1.5Nd0.35Ca0.018Ba0.132Cu1O4,0,6,0.629062276,0.584292124,0.572385078,0.571518645,0.571431768,25.036,52,19.49561371
Y1Ba2Cu2.931Zn0.069O6.7,28,5,0.602171871,0.54683107,0.52949318,0.527805829,0.527572892,22.96606299,48,15.7909641
Al0.1Ga0.9V3,13.9,3,0.783421981,0.756699241,0.750364152,0.75002343,0.750000443,24.55,18,2.9025
Bi0.1Pb0.4La1.3Sr1.2Cu2O5.83,25,6,0.593318923,0.548965133,0.538928933,0.538365784,0.538320722,24.50969529,75,17.77498126
C3Er1Th1,4.6,3,0.663324958,0.614463365,0.600984419,0.600078355,0.600002032,35.2,84,35.04
Sm1.4Ba1.6Cu3O7.19,0,4,0.612255389,0.561174555,0.546570808,0.545284143,0.545118669,24.33055345,54,17.80389375
Ru1Sr1.98La0.02Eu1Cu2O8,14,6,0.614122902,0.577961631,0.571653115,0.571438275,0.571428675,21.81285714,55,15.78612245
Ti0.64Nb0.34Ta0.02,8.99,3,0.724982758,0.670514196,0.645326912,0.641086332,0.640114504,29.48,51,9.5744
La1Fe0.4Zn0.6As1F0.15O0.85,24.6,6,0.451732775,0.356408312,0.30104072,0.282458903,0.27054653,31.6375,49,13.3625
Al0.99Li0.01,1.07,2,0.990050504,0.99000034,0.99,0.99,0.99,12.9,10,0.198
Ca1Fe1.936Co0.064As2,0,4,0.591682077,0.506648026,0.453884642,0.435183361,0.422373825,27.6128,13,4.30976
Al1Re1,0,2,0.707106781,0.629960525,0.574349177,0.552044757,0.535886731,44,62,31
Lu1Ir3B2,0,3,0.623609564,0.550321208,0.512897481,0.504110433,0.500861217,52,72,31.33333333
V2.799Cr0.201Ga1,12.6,3,0.744765148,0.710312972,0.700563002,0.699824249,0.699752371,25.05025,8,2.974875
Mo3Si1.3,1.3,2,0.760361987,0.716106509,0.699793536,0.69796003,0.697690705,33.53488372,28,11.81179016
Mg0.815Al0.09B2,32.7,3,0.744081292,0.703679575,0.690008495,0.68865153,0.688476851,7.211703959,8,3.045375503
Ca0.4Ba1.25La1.35Cu3O7.19,72.9,5,0.607661455,0.560082698,0.546524109,0.545282231,0.545118653,22.70432146,49,16.19496586
Sr1.78La0.22Ti1O4,0,4,0.642329943,0.590572883,0.57351919,0.57171521,0.571446024,19.16857143,49,12.76408163
C0.42Mo1,2.8,2,0.763816725,0.72120425,0.706056526,0.704457054,0.704237379,31.35211268,36,14.9970244
LaCsCuO,0,4,0.5,0.396850263,0.329876978,0.304753414,0.287174589,37.25,49,18.75
Y0.8Ca0.2Ba2Cu3O6.86,79,5,0.606031217,0.552324582,0.535356643,0.53368345,0.533450897,22.47900467,48,15.52438148
Ag7N0.75O10.25F0.25,0.85,4,0.681498245,0.61593284,0.577419028,0.567044344,0.562871073,22.93150685,40,18.4635016
Tm2Fe1C4,0,3,0.654653671,0.597048457,0.575065028,0.572069151,0.571484405,26.85714286,63,24.08163265
Nd1.85Ce0.15Cu0.999Co0.001O4,15.5,5,0.645913402,0.592466001,0.573936053,0.571802312,0.571454211,25.814,52,20.35885714
Y1Ba2Cu2.9Fe0.1O6.72,33,5,0.601702258,0.547007966,0.530125146,0.5285277,0.528314009,22.91352201,48,15.75768364
Gd1.2Mo6S8,1.4,3,0.662614648,0.592302295,0.549220907,0.535821473,0.529207125,30.05263158,48,14.79224377
Hg1Ba2Ca4Cu5O12.32,0,5,0.578269452,0.523862224,0.508063047,0.506737777,0.506585748,21.19901316,72,13.76709661
Tm1Ba2Cu4O8,79.42,4,0.614636297,0.557563107,0.536730533,0.533931243,0.533385445,24.06666667,61,17.13777778
Sr2Ca12Cu24O41,6.471666667,4,0.620769612,0.55542564,0.52614403,0.520729367,0.51923221,16.96202532,30,9.302355392
Al1La3,5.986666667,2,0.790569415,0.759147243,0.75061627,0.750048981,0.75000127,46,44,16.5
Ga1La1,0,2,0.707106781,0.629960525,0.574349177,0.552044757,0.535886731,44,26,13
